Farm_ID,Farm_Location_Lat,Farm_Location_Lon,Farm_Postcode,Herd_Size,Farm_Type,Farm_Size_Acres,Biosecurity_Score,Cattle_Movement_In_Last_Year,Proximity_To_Other_Farms_Km,Land_Use_Composition_Woodland_Pct,Animal_ID,Animal_Age_Months,Breed,Sex,Origin_Type,Test_Date,Test_Result,Has_TB_History_Farm,Is_In_TB_Hotspot,Avg_Rainfall_3M_Prior_MM,Avg_Temperature_3M_Prior_C,Badger_Density_Score_Local,Proximity_To_Known_Badger_Sett_Km,Days_Since_Last_Test,Test_Season
FARM_0098,54.495827,-5.815115,BT42 3VT,58,Mixed,192,3.0,0.0,1.8,5,FARM_0098_ANIMAL_049,152.0,Charolais,,Purchased_From_Other_Farm,2021-08-23,Positive,False,True,290,16.066790650247647,Low,84.8,595,August
FARM_0098,54.495827,-5.815115,BT42 3VT,58,Mixed,192,3.0,0.0,1.8,5,FARM_0098_ANIMAL_050,138.0,Jersey,Male,Purchased_From_Other_Farm,2020-05-01,Negative,False,True,357,12.559490757420248,Low,84.8,730,May
FARM_0098,54.495827,-5.815115,BT42 3VT,58,Mixed,192,3.0,0.0,1.8,5,FARM_0098_ANIMAL_034,149.0,Jersey,Female,Purchased_From_Other_Farm,2020-02-11,Negative,False,True,240,7.743649694955996,Low,84.8,396,February
FARM_0098,54.495827,-5.815115,BT42 3VT,58,Mixed,192,3.0,0.0,1.8,5,FARM_0098_ANIMAL_058,155.0,Limousin,Female,Born_On_Farm,2021-04-03,Negative,False,True,135,14.676062229688714,Low,84.8,547,April
FARM_0098,54.495827,-5.815115,BT42 3VT,58,Mixed,192,3.0,,1.8,5,FARM_0098_ANIMAL_050,159.0,Charolais,Male,Purchased_From_Other_Farm,2021-02-22,Positive,False,True,359,12.838408918480356,Low,84.8,312,February
FARM_0098,54.495827,-5.815115,BT42 3VT,58,Mixed,192,3.0,0.0,1.8,5,FARM_0098_ANIMAL_012,160.0,Charolais,Male,Born_On_Farm,2022-08-13,Negative,False,True,352,17.370878655843313,Low,84.8,325,August
FARM_0098,54.495827,-5.815115,BT42 3VT,58,Mixed,192,,0.0,1.8,5,FARM_0098_ANIMAL_029,139.0,Charolais,Male,,2022-01-15,Negative,False,True,192,12.98116987066799,Low,84.8,256,January
FARM_0098,54.495827,-5.815115,BT42 3VT,58,Mixed,192,3.0,0.0,1.8,5,FARM_0098_ANIMAL_030,65.0,Hereford,Male,Purchased_From_Other_Farm,2020-07-15,Negative,False,True,295,12.349178534823064,Low,84.8,182,July
FARM_0098,54.495827,-5.815115,BT42 3VT,58,Mixed,192,3.0,0.0,1.8,5,FARM_0098_ANIMAL_007,8.0,Jersey,Male,Born_On_Farm,2022-05-30,Negative,False,True,117,17.604528359452285,Low,84.8,604,May
FARM_0099,54.387996,-7.682207,BT32 3ZQ,429,Beef,656,1.0,66.0,8.1,27,FARM_0099_ANIMAL_064,141.0,Hereford,Male,Purchased_From_Other_Farm,2020-02-11,Negative,False,False,358,14.502337380260718,Low,64.5,423,February
FARM_0099,54.387996,-7.682207,BT32 3ZQ,429,Beef,656,1.0,66.0,8.1,27,FARM_0099_ANIMAL_245,170.0,Jersey,Female,Purchased_From_Other_Farm,2022-08-19,Negative,False,False,336,15.868392438800026,Low,64.5,312,August
FARM_0099,54.387996,-7.682207,BT32 3ZQ,429,Beef,656,1.0,66.0,8.1,27,FARM_0099_ANIMAL_032,89.0,Hereford,Male,Purchased_From_Other_Farm,2021-06-19,Negative,False,False,266,8.4406490105008,Low,64.5,372,June
FARM_0099,54.387996,-7.682207,BT32 3ZQ,429,Beef,656,1.0,66.0,8.1,27,FARM_0099_ANIMAL_267,154.0,Jersey,Female,Purchased_From_Other_Farm,2022-06-23,Negative,False,False,185,7.981011112706957,Low,64.5,717,June
FARM_0099,54.387996,-7.682207,BT32 3ZQ,429,Beef,656,1.0,66.0,8.1,27,FARM_0099_ANIMAL_034,124.0,Charolais,Male,Born_On_Farm,2020-02-02,Negative,False,False,241,14.996468136587607,Low,64.5,604,February
FARM_0099,54.387996,-7.682207,BT32 3ZQ,429,Beef,656,1.0,66.0,8.1,27,FARM_0099_ANIMAL_212,,,Male,Born_On_Farm,2021-11-08,Negative,False,False,124,7.390521298956804,Low,64.5,378,November
FARM_0099,54.387996,-7.682207,BT32 3ZQ,429,Beef,656,1.0,66.0,8.1,27,FARM_0099_ANIMAL_025,88.0,Angus,Female,Purchased_From_Other_Farm,2022-01-22,Negative,False,False,333,13.820620245569714,Low,64.5,397,January
FARM_0099,54.387996,-7.682207,BT32 3ZQ,429,Beef,656,1.0,66.0,8.1,27,FARM_0099_ANIMAL_427,92.0,Charolais,Male,Purchased_From_Other_Farm,2021-12-19,Negative,False,False,265,10.101282333955364,Low,64.5,377,December
FARM_0099,54.387996,-7.682207,BT32 3ZQ,429,Beef,656,1.0,66.0,8.1,27,FARM_0099_ANIMAL_321,21.0,Limousin,Female,Purchased_From_Other_Farm,2022-07-20,Negative,False,False,159,14.813892025082517,Low,64.5,401,July
FARM_0099,54.387996,-7.682207,BT32 3ZQ,429,Beef,656,1.0,66.0,8.1,27,FARM_0099_ANIMAL_193,147.0,Charolais,Female,Born_On_Farm,2020-09-07,Negative,False,False,251,13.328113010497262,Low,64.5,262,September
FARM_0100,55.015127,-7.636696,BT29 9AU,466,Mixed,516,5.0,67.0,3.4,0,FARM_0100_ANIMAL_369,145.0,Angus,Female,,2020-12-20,Negative,False,False,192,16.102939285820895,Low,46.4,240,December
FARM_0100,55.015127,-7.636696,BT29 9AU,466,Mixed,516,5.0,,3.4,0,FARM_0100_ANIMAL_370,19.0,Holstein,Female,Purchased_From_Other_Farm,2022-01-19,Negative,False,False,341,14.113793990221334,Low,46.4,433,January
FARM_0100,55.015127,-7.636696,BT29 9AU,466,Mixed,516,5.0,67.0,3.4,0,FARM_0100_ANIMAL_449,155.0,Hereford,Female,Born_On_Farm,2022-01-25,Negative,False,False,216,7.994950403143575,Low,46.4,140,January
FARM_0100,55.015127,-7.636696,BT29 9AU,466,Mixed,516,5.0,67.0,3.4,0,FARM_0100_ANIMAL_062,27.0,Angus,Female,Purchased_From_Other_Farm,2021-04-02,Negative,False,False,131,8.103309054195208,Low,46.4,216,April
FARM_0100,55.015127,-7.636696,BT29 9AU,466,Mixed,516,5.0,67.0,3.4,0,FARM_0100_ANIMAL_372,84.0,Holstein,Male,Born_On_Farm,2020-05-02,Negative,False,False,314,11.28111957299041,Low,46.4,601,May
FARM_0100,55.015127,-7.636696,BT29 9AU,466,Mixed,516,5.0,,3.4,0,FARM_0100_ANIMAL_331,136.0,Charolais,Female,Purchased_From_Other_Farm,2021-04-21,Negative,False,False,373,4.384200769012187,Low,46.4,684,April
FARM_0100,55.015127,-7.636696,BT29 9AU,466,Mixed,516,5.0,67.0,3.4,0,FARM_0100_ANIMAL_175,57.0,Holstein,Male,Purchased_From_Other_Farm,2020-03-27,Negative,False,False,377,9.946901086945818,Low,46.4,210,March
FARM_0100,55.015127,-7.636696,BT29 9AU,466,Mixed,516,5.0,,3.4,0,FARM_0100_ANIMAL_222,157.0,Charolais,Female,Purchased_From_Other_Farm,2020-05-02,Negative,False,False,331,7.6229326149036645,Low,46.4,331,May
FARM_0100,55.015127,-7.636696,BT29 9AU,466,Mixed,516,5.0,67.0,3.4,0,FARM_0100_ANIMAL_366,53.0,Holstein,Female,Born_On_Farm,2020-02-02,Negative,False,False,303,6.957964790801073,Low,46.4,392,February
FARM_0100,55.015127,-7.636696,BT29 9AU,466,Mixed,516,5.0,67.0,3.4,0,FARM_0100_ANIMAL_064,,Charolais,Female,Purchased_From_Other_Farm,2021-01-18,Negative,False,False,193,9.678155688640029,Low,46.4,147,January
FARM_0101,54.866577,-6.843261,BT17 4KJ,372,Mixed,486,5.0,141.0,9.5,14,FARM_0101_ANIMAL_311,178.0,Jersey,Female,Born_On_Farm,2022-07-28,Negative,False,False,335,6.123400147734291,Medium,16.8,677,July
FARM_0101,54.866577,-6.843261,BT17 4KJ,372,Mixed,486,5.0,141.0,9.5,14,FARM_0101_ANIMAL_261,26.0,Limousin,Male,Born_On_Farm,2021-01-11,Negative,False,False,279,16.211911258752657,Medium,16.8,141,January
FARM_0101,54.866577,-6.843261,BT17 4KJ,372,Mixed,486,5.0,141.0,9.5,14,FARM_0101_ANIMAL_362,84.0,Limousin,Male,Born_On_Farm,2022-12-24,Negative,False,False,138,4.3009249029023975,Medium,16.8,628,December
FARM_0101,54.866577,-6.843261,BT17 4KJ,372,Mixed,486,5.0,141.0,9.5,14,FARM_0101_ANIMAL_258,110.0,Limousin,Female,Born_On_Farm,2020-04-26,Negative,False,False,395,14.556900257598635,Medium,16.8,650,April
FARM_0101,54.866577,-6.843261,BT17 4KJ,372,Mixed,486,5.0,141.0,9.5,14,FARM_0101_ANIMAL_225,84.0,Limousin,Female,Born_On_Farm,2022-12-21,Negative,False,False,211,15.29424249731566,Medium,16.8,433,December
FARM_0101,54.866577,-6.843261,BT17 4KJ,372,Mixed,486,5.0,141.0,9.5,14,FARM_0101_ANIMAL_236,110.0,Holstein,Female,Purchased_From_Other_Farm,2021-01-01,Negative,False,False,244,10.843220337586098,Medium,16.8,333,January
FARM_0101,54.866577,-6.843261,BT17 4KJ,372,Mixed,486,5.0,141.0,9.5,14,FARM_0101_ANIMAL_101,144.0,Limousin,Female,Born_On_Farm,2020-12-26,Negative,False,False,109,17.85025752701307,Medium,16.8,101,December
FARM_0101,54.866577,-6.843261,BT17 4KJ,372,Mixed,486,5.0,141.0,9.5,14,FARM_0101_ANIMAL_258,147.0,Angus,Female,Born_On_Farm,2022-04-07,Negative,False,False,347,13.709117323959717,Medium,16.8,238,April
FARM_0101,54.866577,-6.843261,BT17 4KJ,372,Mixed,486,5.0,141.0,9.5,14,FARM_0101_ANIMAL_069,,,Female,Purchased_From_Other_Farm,2022-08-26,Negative,False,False,352,7.984900595541657,Medium,16.8,676,August
FARM_0101,54.866577,-6.843261,BT17 4KJ,372,Mixed,486,5.0,141.0,9.5,14,FARM_0101_ANIMAL_133,170.0,Hereford,Female,Born_On_Farm,2022-07-17,Negative,False,False,320,13.653501924321768,Medium,16.8,386,July
FARM_0102,54.618123,-6.237208,BT9 9FP,294,Mixed,899,4.0,55.0,5.4,8,FARM_0102_ANIMAL_008,88.0,Charolais,Female,Born_On_Farm,2022-07-13,Negative,False,False,284,8.711096403897985,Low,50.4,222,July
FARM_0102,54.618123,-6.237208,BT9 9FP,294,Mixed,899,4.0,55.0,5.4,8,FARM_0102_ANIMAL_237,39.0,Charolais,Male,Born_On_Farm,2020-04-17,Negative,False,False,288,14.210180044215011,Low,50.4,120,April
FARM_0102,54.618123,-6.237208,BT9 9FP,294,Mixed,899,4.0,55.0,5.4,8,FARM_0102_ANIMAL_158,92.0,Limousin,Female,Born_On_Farm,2020-05-19,Negative,False,False,387,4.8147133407366525,Low,50.4,303,May
FARM_0102,54.618123,-6.237208,BT9 9FP,294,Mixed,899,4.0,55.0,5.4,8,FARM_0102_ANIMAL_265,20.0,Holstein,Female,Born_On_Farm,2020-07-29,Negative,False,False,236,8.704706790288608,Low,50.4,615,July
FARM_0102,54.618123,-6.237208,BT9 9FP,294,Mixed,899,4.0,55.0,5.4,8,FARM_0102_ANIMAL_098,63.0,,Female,Born_On_Farm,2021-06-03,Negative,False,False,236,13.848341603178364,Low,50.4,541,June
FARM_0102,54.618123,-6.237208,BT9 9FP,294,Mixed,899,4.0,55.0,5.4,8,FARM_0102_ANIMAL_106,43.0,Charolais,Female,Born_On_Farm,2021-04-01,Negative,False,False,327,10.214561893394587,Low,50.4,642,April
FARM_0102,54.618123,-6.237208,BT9 9FP,294,Mixed,899,4.0,55.0,5.4,8,FARM_0102_ANIMAL_269,153.0,Angus,Male,Born_On_Farm,2020-07-22,Negative,False,False,400,16.791647360118468,Low,50.4,634,July
FARM_0102,54.618123,-6.237208,BT9 9FP,294,Mixed,899,4.0,55.0,5.4,8,FARM_0102_ANIMAL_136,131.0,Jersey,Female,Purchased_From_Other_Farm,2020-09-12,Negative,False,False,400,10.904146209825866,Low,50.4,324,September
FARM_0102,54.618123,-6.237208,BT9 9FP,294,Mixed,899,4.0,,5.4,8,FARM_0102_ANIMAL_193,108.0,Jersey,Male,Purchased_From_Other_Farm,2020-07-04,Negative,False,False,216,8.232113478347983,Low,50.4,101,July
FARM_0102,54.618123,-6.237208,BT9 9FP,294,Mixed,899,4.0,55.0,5.4,8,FARM_0102_ANIMAL_130,9.0,Holstein,,Born_On_Farm,2020-11-18,Negative,False,False,284,16.03930827558233,Low,50.4,667,November
FARM_0103,54.080038,-7.495549,BT28 4FP,97,Mixed,536,3.0,136.0,2.1,12,FARM_0103_ANIMAL_086,170.0,Holstein,Male,Purchased_From_Other_Farm,2021-12-24,Negative,True,False,141,6.264632428166888,Low,89.2,266,December
FARM_0103,54.080038,-7.495549,BT28 4FP,97,Mixed,536,3.0,136.0,2.1,12,FARM_0103_ANIMAL_092,,Angus,Male,Born_On_Farm,2022-11-27,Positive,True,False,329,16.151700135214085,Low,89.2,473,November
FARM_0103,54.080038,-7.495549,BT28 4FP,97,Mixed,536,3.0,136.0,2.1,12,FARM_0103_ANIMAL_093,140.0,Charolais,Female,Purchased_From_Other_Farm,2021-08-03,Negative,True,False,301,14.876840915373258,Low,89.2,261,August
FARM_0103,54.080038,-7.495549,BT28 4FP,97,Mixed,536,3.0,136.0,2.1,12,FARM_0103_ANIMAL_079,88.0,Jersey,Female,Born_On_Farm,2022-04-04,Negative,True,False,230,15.030719341048947,Low,89.2,221,April
FARM_0103,54.080038,-7.495549,BT28 4FP,97,Mixed,536,3.0,136.0,2.1,12,FARM_0103_ANIMAL_025,112.0,Angus,Male,Purchased_From_Other_Farm,2021-04-22,Negative,True,False,166,17.054824117063788,Low,89.2,290,April
FARM_0103,54.080038,-7.495549,BT28 4FP,97,Mixed,536,3.0,136.0,2.1,12,FARM_0103_ANIMAL_034,32.0,Limousin,,Born_On_Farm,2021-09-27,Negative,True,False,220,13.845536494643053,Low,89.2,443,September
FARM_0103,54.080038,-7.495549,BT28 4FP,97,Mixed,536,3.0,136.0,2.1,12,FARM_0103_ANIMAL_095,63.0,Holstein,Male,Born_On_Farm,2020-08-29,Negative,True,False,183,15.811214371051667,Low,89.2,151,August
FARM_0103,54.080038,-7.495549,BT28 4FP,97,Mixed,536,3.0,136.0,2.1,12,FARM_0103_ANIMAL_021,163.0,Angus,Female,Purchased_From_Other_Farm,2021-03-20,Negative,True,False,130,8.982527776345265,Low,89.2,712,March
FARM_0103,54.080038,-7.495549,BT28 4FP,97,Mixed,536,3.0,136.0,2.1,12,FARM_0103_ANIMAL_024,130.0,Angus,Female,Purchased_From_Other_Farm,2021-07-24,Negative,True,False,295,7.625871496680989,Low,89.2,511,July
FARM_0103,54.080038,-7.495549,BT28 4FP,97,Mixed,536,3.0,136.0,2.1,12,FARM_0103_ANIMAL_054,91.0,Jersey,Male,Born_On_Farm,2022-07-11,Negative,True,False,349,13.788987553485342,Low,89.2,699,July
FARM_0104,54.332014,-6.290664,BT19 6XW,292,Mixed,559,2.0,149.0,3.2,16,FARM_0104_ANIMAL_019,57.0,Jersey,Male,Born_On_Farm,2020-07-29,Negative,False,False,347,6.969859092165962,Low,64.6,294,July
FARM_0104,54.332014,-6.290664,BT19 6XW,292,Mixed,559,2.0,149.0,3.2,16,FARM_0104_ANIMAL_291,75.0,Hereford,Female,Born_On_Farm,2021-06-20,Negative,False,False,233,7.943409951532347,Low,64.6,623,June
FARM_0104,54.332014,-6.290664,BT19 6XW,292,Mixed,559,2.0,,3.2,16,FARM_0104_ANIMAL_074,145.0,Charolais,Female,,2020-05-09,Negative,False,False,319,9.422187560273562,Low,64.6,111,May
FARM_0104,54.332014,-6.290664,BT19 6XW,292,Mixed,559,2.0,149.0,3.2,16,FARM_0104_ANIMAL_106,13.0,Limousin,Male,Born_On_Farm,2020-12-07,Negative,False,False,197,10.897733877232525,Low,64.6,261,December
FARM_0104,54.332014,-6.290664,BT19 6XW,292,Mixed,559,2.0,149.0,3.2,16,FARM_0104_ANIMAL_214,18.0,Jersey,Male,Born_On_Farm,2020-03-02,Negative,False,False,194,10.787378227314,Low,64.6,436,March
FARM_0104,54.332014,-6.290664,BT19 6XW,292,Mixed,559,2.0,149.0,3.2,16,FARM_0104_ANIMAL_101,51.0,Hereford,Female,Born_On_Farm,2021-05-28,Negative,False,False,226,5.767317972005213,Low,64.6,660,May
FARM_0104,54.332014,-6.290664,BT19 6XW,292,Mixed,559,2.0,149.0,3.2,16,FARM_0104_ANIMAL_209,180.0,Hereford,Male,Born_On_Farm,2022-05-27,Negative,False,False,123,15.771965097324264,Low,64.6,406,May
FARM_0104,54.332014,-6.290664,BT19 6XW,292,Mixed,559,2.0,149.0,3.2,16,FARM_0104_ANIMAL_275,66.0,Charolais,Female,Born_On_Farm,2020-10-06,Negative,False,False,279,4.215051500547247,Low,64.6,365,October
FARM_0104,54.332014,-6.290664,BT19 6XW,292,Mixed,559,2.0,149.0,3.2,16,FARM_0104_ANIMAL_077,40.0,Holstein,Male,Purchased_From_Other_Farm,2021-10-24,Negative,False,False,392,12.61900051303069,Low,64.6,208,October
FARM_0104,54.332014,-6.290664,BT19 6XW,292,Mixed,559,2.0,149.0,3.2,16,FARM_0104_ANIMAL_139,17.0,Holstein,Male,Born_On_Farm,2020-05-23,Negative,False,False,213,10.389118993504368,Low,64.6,585,May
FARM_0105,54.395203,-7.706661,BT11 4BC,174,Beef,872,1.0,73.0,8.9,6,FARM_0105_ANIMAL_173,75.0,Limousin,Male,Born_On_Farm,2020-01-10,Negative,False,False,121,11.569951067664288,Low,60.3,226,January
FARM_0105,54.395203,-7.706661,BT11 4BC,174,Beef,872,1.0,73.0,8.9,6,FARM_0105_ANIMAL_170,86.0,Jersey,Male,Born_On_Farm,2021-06-26,Negative,False,False,254,11.516692044955319,Low,60.3,106,June
FARM_0105,54.395203,-7.706661,BT11 4BC,174,Beef,872,,73.0,8.9,6,FARM_0105_ANIMAL_118,10.0,Charolais,Female,Born_On_Farm,2020-07-09,Negative,False,False,386,4.587328030552101,Low,60.3,509,July
FARM_0105,54.395203,-7.706661,BT11 4BC,174,Beef,872,1.0,73.0,8.9,6,FARM_0105_ANIMAL_152,40.0,Charolais,Female,Born_On_Farm,2021-01-01,Negative,False,False,375,8.406822695046065,Low,60.3,664,January
FARM_0105,54.395203,-7.706661,BT11 4BC,174,Beef,872,1.0,73.0,8.9,6,FARM_0105_ANIMAL_145,18.0,Jersey,Male,Purchased_From_Other_Farm,2020-09-15,Negative,False,False,355,12.823977906538722,Low,60.3,114,September
FARM_0105,54.395203,-7.706661,BT11 4BC,174,Beef,872,1.0,73.0,8.9,6,FARM_0105_ANIMAL_089,156.0,Hereford,Female,Born_On_Farm,2022-03-17,Negative,False,False,395,9.774978308013972,Low,60.3,293,March
FARM_0105,54.395203,-7.706661,BT11 4BC,174,Beef,872,1.0,73.0,8.9,6,FARM_0105_ANIMAL_108,128.0,Holstein,,Born_On_Farm,2020-01-21,Negative,False,False,105,4.742000585606046,Low,60.3,529,January
FARM_0105,54.395203,-7.706661,BT11 4BC,174,Beef,872,1.0,73.0,8.9,6,FARM_0105_ANIMAL_015,49.0,Hereford,Male,Purchased_From_Other_Farm,2020-01-10,Negative,False,False,293,10.050393063264849,Low,60.3,128,January
FARM_0105,54.395203,-7.706661,BT11 4BC,174,Beef,872,1.0,73.0,8.9,6,FARM_0105_ANIMAL_041,47.0,Holstein,Female,Born_On_Farm,2020-09-07,Negative,False,False,245,8.66937124634727,Low,60.3,418,September
FARM_0105,54.395203,-7.706661,BT11 4BC,174,Beef,872,1.0,73.0,8.9,6,FARM_0105_ANIMAL_022,57.0,Charolais,Female,Born_On_Farm,2021-05-31,Negative,False,False,350,10.684471630027039,Low,60.3,416,May
FARM_0106,54.779287,-6.892074,BT44 3TY,219,Beef,197,5.0,43.0,4.6,10,FARM_0106_ANIMAL_036,105.0,Hereford,Male,Born_On_Farm,2022-03-12,Negative,False,False,389,10.14237741178112,Medium,11.5,316,March
FARM_0106,54.779287,-6.892074,BT44 3TY,219,Beef,197,5.0,43.0,4.6,10,FARM_0106_ANIMAL_184,81.0,Angus,Male,Born_On_Farm,2020-01-10,Negative,False,False,385,7.750875418823299,Medium,11.5,618,January
FARM_0106,54.779287,-6.892074,BT44 3TY,219,Beef,197,5.0,43.0,4.6,10,FARM_0106_ANIMAL_142,58.0,Jersey,Male,Born_On_Farm,2021-07-21,Negative,False,False,378,15.689442982508186,Medium,11.5,666,July
FARM_0106,54.779287,-6.892074,BT44 3TY,219,Beef,197,5.0,43.0,4.6,10,FARM_0106_ANIMAL_122,168.0,Hereford,Female,Born_On_Farm,2022-09-11,Negative,False,False,127,13.901280826532357,Medium,11.5,217,September
FARM_0106,54.779287,-6.892074,BT44 3TY,219,Beef,197,5.0,43.0,4.6,10,FARM_0106_ANIMAL_177,18.0,Holstein,Male,,2020-02-29,Positive,False,False,362,16.002082468768418,Medium,11.5,595,February
FARM_0106,54.779287,-6.892074,BT44 3TY,219,Beef,197,5.0,43.0,4.6,10,FARM_0106_ANIMAL_181,,Angus,Female,Purchased_From_Other_Farm,2022-04-05,Negative,False,False,217,9.459261760751444,Medium,11.5,609,April
FARM_0106,54.779287,-6.892074,BT44 3TY,219,Beef,197,5.0,43.0,4.6,10,FARM_0106_ANIMAL_172,104.0,Charolais,Male,Born_On_Farm,2021-11-12,Negative,False,False,312,7.827186784836465,Medium,11.5,233,November
FARM_0106,54.779287,-6.892074,BT44 3TY,219,Beef,197,5.0,43.0,4.6,10,FARM_0106_ANIMAL_209,126.0,Jersey,Female,Born_On_Farm,2020-05-22,Negative,False,False,214,4.615336175803478,Medium,11.5,335,May
FARM_0106,54.779287,-6.892074,BT44 3TY,219,Beef,197,5.0,43.0,4.6,10,FARM_0106_ANIMAL_114,167.0,Limousin,Female,Born_On_Farm,2021-01-20,Negative,False,False,252,11.776247157586315,Medium,11.5,139,January
FARM_0106,54.779287,-6.892074,BT44 3TY,219,Beef,197,5.0,43.0,4.6,10,FARM_0106_ANIMAL_187,23.0,Limousin,Male,Purchased_From_Other_Farm,2022-08-24,Negative,False,False,300,17.881837569142213,Medium,11.5,143,August
FARM_0107,54.179733,-6.942136,BT23 2JQ,181,Beef,752,1.0,147.0,0.8,19,FARM_0107_ANIMAL_138,79.0,Hereford,Female,,2022-09-07,Negative,False,False,164,12.759953125663085,Low,68.4,622,September
FARM_0107,54.179733,-6.942136,BT23 2JQ,181,Beef,752,1.0,147.0,0.8,19,FARM_0107_ANIMAL_104,59.0,Charolais,Female,Born_On_Farm,2022-09-27,Negative,False,False,117,16.07057736799074,Low,68.4,266,September
FARM_0107,54.179733,-6.942136,BT23 2JQ,181,Beef,752,,147.0,0.8,19,FARM_0107_ANIMAL_041,16.0,Limousin,Male,Born_On_Farm,2021-06-05,Negative,False,False,171,6.310516051037457,Low,68.4,623,June
FARM_0107,54.179733,-6.942136,BT23 2JQ,181,Beef,752,1.0,147.0,0.8,19,FARM_0107_ANIMAL_103,146.0,Angus,Female,Born_On_Farm,2021-12-06,Negative,False,False,271,6.406799300189112,Low,68.4,730,December
FARM_0107,54.179733,-6.942136,BT23 2JQ,181,Beef,752,1.0,147.0,0.8,19,FARM_0107_ANIMAL_161,120.0,Charolais,Male,Purchased_From_Other_Farm,2020-08-16,Negative,False,False,195,12.118496835632937,Low,68.4,502,August
FARM_0107,54.179733,-6.942136,BT23 2JQ,181,Beef,752,1.0,147.0,0.8,19,FARM_0107_ANIMAL_097,137.0,Charolais,Male,Born_On_Farm,2021-07-12,Positive,False,False,399,9.834212485754975,Low,68.4,264,July
FARM_0107,54.179733,-6.942136,BT23 2JQ,181,Beef,752,1.0,147.0,0.8,19,FARM_0107_ANIMAL_004,95.0,Limousin,Female,,2020-01-18,Negative,False,False,364,5.9323705038027,Low,68.4,456,January
FARM_0107,54.179733,-6.942136,BT23 2JQ,181,Beef,752,1.0,147.0,0.8,19,FARM_0107_ANIMAL_156,105.0,Angus,Male,Born_On_Farm,2021-12-02,Positive,False,False,292,16.466507932878994,Low,68.4,548,December
FARM_0107,54.179733,-6.942136,BT23 2JQ,181,Beef,752,1.0,147.0,0.8,19,FARM_0107_ANIMAL_167,91.0,Holstein,Female,Born_On_Farm,2020-04-07,Negative,False,False,156,4.902333320705793,Low,68.4,210,April
FARM_0107,54.179733,-6.942136,BT23 2JQ,181,Beef,752,1.0,147.0,0.8,19,FARM_0107_ANIMAL_065,18.0,Charolais,Female,Purchased_From_Other_Farm,2021-06-01,Negative,False,False,204,4.77972483824712,Low,68.4,548,June
FARM_0108,54.66235,-5.842715,BT61 4QF,469,Dairy,325,4.0,24.0,1.0,9,FARM_0108_ANIMAL_311,179.0,Holstein,Female,Purchased_From_Other_Farm,2021-06-08,Negative,False,False,293,17.10609195114752,Low,71.8,454,June
FARM_0108,54.66235,-5.842715,BT61 4QF,469,Dairy,325,4.0,24.0,1.0,9,FARM_0108_ANIMAL_317,72.0,,,Born_On_Farm,2022-03-14,Negative,False,False,219,14.84045120942328,Low,71.8,96,March
FARM_0108,54.66235,-5.842715,BT61 4QF,469,Dairy,325,4.0,24.0,1.0,9,FARM_0108_ANIMAL_173,136.0,Charolais,Male,Purchased_From_Other_Farm,2020-06-26,Negative,False,False,135,11.823774211641046,Low,71.8,466,June
FARM_0108,54.66235,-5.842715,BT61 4QF,469,Dairy,325,4.0,24.0,1.0,9,FARM_0108_ANIMAL_081,133.0,,Male,Purchased_From_Other_Farm,2022-11-12,Negative,False,False,102,14.147590562856196,Low,71.8,445,November
FARM_0108,54.66235,-5.842715,BT61 4QF,469,Dairy,325,4.0,24.0,1.0,9,FARM_0108_ANIMAL_089,166.0,Holstein,Male,Born_On_Farm,2022-12-23,Negative,False,False,339,16.35259920628761,Low,71.8,474,December
FARM_0108,54.66235,-5.842715,BT61 4QF,469,Dairy,325,4.0,24.0,1.0,9,FARM_0108_ANIMAL_432,110.0,Hereford,Male,Purchased_From_Other_Farm,2020-01-07,Negative,False,False,281,16.70894934490437,Low,71.8,416,January
FARM_0108,54.66235,-5.842715,BT61 4QF,469,Dairy,325,4.0,24.0,1.0,9,FARM_0108_ANIMAL_363,105.0,Limousin,Male,Born_On_Farm,2021-07-07,Negative,False,False,234,10.505476806637525,Low,71.8,91,July
FARM_0108,54.66235,-5.842715,BT61 4QF,469,Dairy,325,,24.0,1.0,9,FARM_0108_ANIMAL_424,54.0,Jersey,Female,Born_On_Farm,2020-09-25,Negative,False,False,111,17.06241347626475,Low,71.8,175,September
FARM_0108,54.66235,-5.842715,BT61 4QF,469,Dairy,325,4.0,24.0,1.0,9,FARM_0108_ANIMAL_298,141.0,Angus,Male,Born_On_Farm,2020-12-16,Negative,False,False,116,11.29511510500197,Low,71.8,355,December
FARM_0108,54.66235,-5.842715,BT61 4QF,469,Dairy,325,4.0,24.0,1.0,9,FARM_0108_ANIMAL_098,74.0,Holstein,Female,Born_On_Farm,2021-04-09,Negative,False,False,394,5.977565133041017,Low,71.8,669,April
FARM_0109,54.263753,-7.190898,BT12 3UG,138,Mixed,521,5.0,91.0,7.1,27,FARM_0109_ANIMAL_052,135.0,Charolais,Male,Purchased_From_Other_Farm,2021-02-10,Negative,False,False,359,14.834345657562515,Low,58.3,537,February
FARM_0109,54.263753,-7.190898,BT12 3UG,138,Mixed,521,5.0,91.0,7.1,27,FARM_0109_ANIMAL_059,,Charolais,Male,Purchased_From_Other_Farm,2022-04-03,Negative,False,False,129,17.946599655115907,Low,58.3,659,April
