Farm_ID,Farm_Location_Lat,Farm_Location_Lon,Farm_Postcode,Farm_Street_Address,Farm_Phone_Number,Subscribed_To_Newsletter,Herd_Size,Farm_Type,Farm_Size_Acres,Biosecurity_Score,Cattle_Movement_In_Last_Year,Proximity_To_Other_Farms_Km,Land_Use_Composition_Woodland_Pct,Animal_ID,Animal_Age_Months,Breed,Sex,Origin_Type,Test_Date,Test_Result,Has_Disease_History_Farm,Avg_Rainfall_3M_Prior_MM,Avg_Temperature_3M_Prior_C,Badger_Density_Score_Local,Proximity_To_Known_Badger_Sett_Km,Days_Since_Last_Test,Test_Season
FARM_0289,54.325078,-6.739291,BT40 8AH,58 Ballynahown Road,028 8455 5084,,319,Beef,181,3,14,11.0,5,FARM_0289_ANIMAL_057,24,Angus,Male,Born_On_Farm,2022-09-29,Negative,False,128,12.5,Low,28.4,200,September
FARM_0289,54.325078,-6.739291,BT40 8AH,58 Ballynahown Road,028 8455 5084,,319,Beef,181,3,14,11.0,5,FARM_0289_ANIMAL_034,170,Jersey,Female,Born_On_Farm,2020-10-06,Negative,False,129,9.6,Low,28.4,661,October
FARM_0289,54.325078,-6.739291,BT40 8AH,58 Ballynahown Road,028 8455 5084,,319,Beef,181,3,14,11.0,5,FARM_0289_ANIMAL_001,67,Limousin,Female,Born_On_Farm,2020-04-02,Negative,False,393,14.8,Low,28.4,633,April
FARM_0289,54.325078,-6.739291,BT40 8AH,58 Ballynahown Road,028 8455 5084,,319,Beef,181,3,14,11.0,5,FARM_0289_ANIMAL_220,23,Jersey,Female,Born_On_Farm,2021-03-29,Negative,False,111,15.2,Low,28.4,192,March
FARM_0289,54.325078,-6.739291,BT40 8AH,58 Ballynahown Road,028 8455 5084,,319,Beef,181,3,14,11.0,5,FARM_0289_ANIMAL_094,126,Jersey,Male,Born_On_Farm,2021-05-30,Negative,False,282,4.9,Low,28.4,647,May
FARM_0289,54.325078,-6.739291,BT40 8AH,58 Ballynahown Road,028 8455 5084,,319,Beef,181,3,14,11.0,5,FARM_0289_ANIMAL_280,19,Angus,Female,Born_On_Farm,2020-11-28,Negative,False,208,11.1,Low,28.4,699,November
FARM_0289,54.325078,-6.739291,BT40 8AH,58 Ballynahown Road,028 8455 5084,,319,Beef,181,3,14,11.0,5,FARM_0289_ANIMAL_103,45,Charolais,Male,Purchased_From_Other_Farm,2021-11-27,Negative,False,386,7.6,Low,28.4,595,November
FARM_0289,54.325078,-6.739291,BT40 8AH,58 Ballynahown Road,028 8455 5084,,319,Beef,181,3,14,11.0,5,FARM_0289_ANIMAL_291,75,Limousin,Female,Purchased_From_Other_Farm,2021-05-09,Negative,False,167,7.9,Low,28.4,561,May
FARM_0289,54.325078,-6.739291,BT40 8AH,58 Ballynahown Road,028 8455 5084,,319,Beef,181,3,14,11.0,5,FARM_0289_ANIMAL_006,127,Hereford,Female,Born_On_Farm,2022-06-25,Negative,False,192,6.2,Low,28.4,341,June
FARM_0289,54.325078,-6.739291,BT40 8AH,58 Ballynahown Road,028 8455 5084,,319,Beef,181,3,14,11.0,5,FARM_0289_ANIMAL_253,168,Limousin,Male,Purchased_From_Other_Farm,2020-09-28,Negative,False,344,6.9,Low,28.4,195,September
FARM_0290,54.34807212641701,-5.894464294709954,BT19 9EN,100 Riverside Drive,028 1776 4219,No,315,Beef,324,1,143,3.1,21,FARM_0290_ANIMAL_111,86,Charolais,Female,Born_On_Farm,2022-08-28,Negative,True,398,17.7,Medium,7.8,648,August
FARM_0290,54.34807212641701,-5.894464294709954,BT19 9EN,100 Riverside Drive,028 1776 4219,No,315,Beef,324,1,143,3.1,21,FARM_0290_ANIMAL_157,83,Angus,Male,Born_On_Farm,2021-07-17,Positive,True,226,17.8,Medium,7.8,268,July
FARM_0290,54.34807212641701,-5.894464294709954,BT19 9EN,100 Riverside Drive,028 1776 4219,No,315,Beef,324,1,143,3.1,21,FARM_0290_ANIMAL_015,103,Jersey,Male,Born_On_Farm,2021-09-13,Negative,True,184,13.8,Medium,7.8,592,September
FARM_0290,54.34807212641701,-5.894464294709954,BT19 9EN,100 Riverside Drive,028 1776 4219,No,315,Beef,324,1,143,3.1,21,FARM_0290_ANIMAL_064,57,Hereford,Female,Born_On_Farm,2020-11-14,Negative,True,314,5.4,Medium,7.8,239,November
FARM_0290,54.34807212641701,-5.894464294709954,BT19 9EN,100 Riverside Drive,028 1776 4219,No,315,Beef,324,1,143,3.1,21,FARM_0290_ANIMAL_045,150,Holstein,Male,Born_On_Farm,2020-06-15,Negative,True,365,17.5,Medium,7.8,548,June
FARM_0290,54.34807212641701,-5.894464294709954,BT19 9EN,100 Riverside Drive,028 1776 4219,No,315,Beef,324,1,143,3.1,21,FARM_0290_ANIMAL_019,126,Hereford,Female,Purchased_From_Other_Farm,2020-04-29,Negative,True,243,13.7,Medium,7.8,250,April
FARM_0290,54.34807212641701,-5.894464294709954,BT19 9EN,100 Riverside Drive,028 1776 4219,No,315,Beef,324,1,143,3.1,21,FARM_0290_ANIMAL_082,18,Hereford,Male,Purchased_From_Other_Farm,2021-02-23,Negative,True,301,17.7,Medium,7.8,621,February
FARM_0290,54.34807212641701,-5.894464294709954,BT19 9EN,100 Riverside Drive,028 1776 4219,No,315,Beef,324,1,143,3.1,21,FARM_0290_ANIMAL_180,97,Hereford,Male,Born_On_Farm,2022-04-03,Negative,True,277,7.9,Medium,7.8,385,April
FARM_0290,54.34807212641701,-5.894464294709954,BT19 9EN,100 Riverside Drive,028 1776 4219,No,315,Beef,324,1,143,3.1,21,FARM_0290_ANIMAL_051,63,Angus,Male,Purchased_From_Other_Farm,2020-05-14,Negative,True,358,16.5,Medium,7.8,721,May
FARM_0290,54.34807212641701,-5.894464294709954,BT19 9EN,100 Riverside Drive,028 1776 4219,No,315,Beef,324,1,143,3.1,21,FARM_0290_ANIMAL_187,42,Angus,Female,Born_On_Farm,2022-10-15,Positive,True,153,8.5,Medium,7.8,486,October
FARM_0291,54.923378,-6.481288,BT46 7XY,59 Green Lane,028 2809 7485,No,307,Mixed,724,5,76,10.2,11,FARM_0291_ANIMAL_228,113,Jersey,Female,Purchased_From_Other_Farm,2022-01-17,Negative,False,138,9.1,Low,55.7,581,January
FARM_0291,54.923378,-6.481288,BT46 7XY,59 Green Lane,028 2809 7485,No,307,Mixed,724,5,76,10.2,11,FARM_0291_ANIMAL_240,156,Holstein,Male,Purchased_From_Other_Farm,2020-07-23,Negative,False,381,9.4,Low,55.7,614,July
FARM_0291,54.923378,-6.481288,BT46 7XY,59 Green Lane,028 2809 7485,No,307,Mixed,724,5,76,10.2,11,FARM_0291_ANIMAL_239,123,Hereford,Male,Born_On_Farm,2020-12-21,Negative,False,139,8.4,Low,55.7,604,December
FARM_0291,54.923378,-6.481288,BT46 7XY,59 Green Lane,028 2809 7485,No,307,Mixed,724,5,76,10.2,11,FARM_0291_ANIMAL_242,58,Angus,Female,Born_On_Farm,2021-05-26,Negative,False,350,8.2,Low,55.7,553,May
FARM_0291,54.923378,-6.481288,BT46 7XY,59 Green Lane,028 2809 7485,No,307,Mixed,724,5,76,10.2,11,FARM_0291_ANIMAL_235,47,Angus,Female,Purchased_From_Other_Farm,2020-09-04,Negative,False,163,6.5,Low,55.7,404,September
FARM_0291,54.923378,-6.481288,BT46 7XY,59 Green Lane,028 2809 7485,No,307,Mixed,724,5,76,10.2,11,FARM_0291_ANIMAL_203,69,Charolais,Female,Born_On_Farm,2021-09-07,Negative,False,199,4.2,Low,55.7,155,September
FARM_0291,54.923378,-6.481288,BT46 7XY,59 Green Lane,028 2809 7485,No,307,Mixed,724,5,76,10.2,11,FARM_0291_ANIMAL_147,148,Angus,Male,Born_On_Farm,2020-04-17,Negative,False,316,5.8,Low,55.7,689,April
FARM_0291,54.923378,-6.481288,BT46 7XY,59 Green Lane,028 2809 7485,No,307,Mixed,724,5,76,10.2,11,FARM_0291_ANIMAL_288,14,Angus,Male,Born_On_Farm,2021-03-02,Negative,False,184,8.0,Low,55.7,536,March
FARM_0291,54.923378,-6.481288,BT46 7XY,59 Green Lane,028 2809 7485,No,307,Mixed,724,5,76,10.2,11,FARM_0291_ANIMAL_239,148,Hereford,Female,Born_On_Farm,2021-06-08,Positive,False,163,9.2,Low,55.7,371,June
FARM_0291,54.923378,-6.481288,BT46 7XY,59 Green Lane,028 2809 7485,No,307,Mixed,724,5,76,10.2,11,FARM_0291_ANIMAL_239,153,Charolais,Male,Born_On_Farm,2020-05-02,Negative,False,276,6.4,Low,55.7,601,May
FARM_0292,54.590809,-6.104369,BT43 2LH,,,No,202,Beef,621,5,26,4.5,23,FARM_0292_ANIMAL_192,96,Angus,Male,Purchased_From_Other_Farm,2020-02-04,Negative,False,357,6.0,Low,112.1,403,February
FARM_0292,54.590809,-6.104369,BT43 2LH,,,No,202,Beef,621,5,26,4.5,23,FARM_0292_ANIMAL_010,99,Jersey,Male,Born_On_Farm,2021-04-18,Negative,False,196,7.5,Low,112.1,465,April
FARM_0292,54.590809,-6.104369,BT43 2LH,,,No,202,Beef,621,5,26,4.5,23,FARM_0292_ANIMAL_064,122,Angus,Male,Born_On_Farm,2021-07-05,Negative,False,296,7.5,Low,112.1,426,July
FARM_0292,54.590809,-6.104369,BT43 2LH,,,No,202,Beef,621,5,26,4.5,23,FARM_0292_ANIMAL_024,168,Holstein,Female,Purchased_From_Other_Farm,2021-12-24,Negative,False,165,16.6,Low,112.1,211,December
FARM_0292,54.590809,-6.104369,BT43 2LH,,,No,202,Beef,621,5,26,4.5,23,FARM_0292_ANIMAL_077,68,Charolais,Female,Born_On_Farm,2021-02-27,Negative,False,313,17.2,Low,112.1,442,February
FARM_0292,54.590809,-6.104369,BT43 2LH,,,No,202,Beef,621,5,26,4.5,23,FARM_0292_ANIMAL_039,174,Angus,Male,Born_On_Farm,2020-05-19,Positive,False,296,15.1,Low,112.1,381,May
FARM_0292,54.590809,-6.104369,BT43 2LH,,,No,202,Beef,621,5,26,4.5,23,FARM_0292_ANIMAL_001,147,Angus,Male,Born_On_Farm,2020-05-17,Negative,False,156,11.1,Low,112.1,138,May
FARM_0292,54.590809,-6.104369,BT43 2LH,,,No,202,Beef,621,5,26,4.5,23,FARM_0292_ANIMAL_035,69,Limousin,Female,Purchased_From_Other_Farm,2020-01-09,Negative,False,390,11.3,Low,112.1,634,January
FARM_0292,54.590809,-6.104369,BT43 2LH,,,No,202,Beef,621,5,26,4.5,23,FARM_0292_ANIMAL_029,96,Angus,Female,Born_On_Farm,2021-02-21,Negative,False,111,15.1,Low,112.1,462,February
FARM_0292,54.590809,-6.104369,BT43 2LH,,,No,202,Beef,621,5,26,4.5,23,FARM_0292_ANIMAL_144,52,Hereford,Male,Born_On_Farm,2022-10-22,Negative,False,159,9.6,Low,112.1,682,October
FARM_0293,54.730851530852675,-7.187365695964591,BT9 7ZF,128 Newry Road,028 2413 1768,No,262,Mixed,401,5,53,4.9,15,FARM_0293_ANIMAL_212,148,Limousin,Male,Born_On_Farm,2020-07-13,Negative,False,195,13.6,Medium,5.2,422,July
FARM_0293,54.730851530852675,-7.187365695964591,BT9 7ZF,128 Newry Road,028 2413 1768,No,262,Mixed,401,5,53,4.9,15,FARM_0293_ANIMAL_262,15,Angus,Female,Born_On_Farm,2022-08-30,Negative,False,234,4.1,Medium,5.2,709,August
FARM_0293,54.730851530852675,-7.187365695964591,BT9 7ZF,128 Newry Road,028 2413 1768,No,262,Mixed,401,5,53,4.9,15,FARM_0293_ANIMAL_044,51,Holstein,Female,Born_On_Farm,2022-08-15,Negative,False,253,16.8,Medium,5.2,694,August
FARM_0293,54.730851530852675,-7.187365695964591,BT9 7ZF,128 Newry Road,028 2413 1768,No,262,Mixed,401,5,53,4.9,15,FARM_0293_ANIMAL_029,153,Jersey,Female,Purchased_From_Other_Farm,2020-07-10,Negative,False,161,6.5,Medium,5.2,112,July
FARM_0293,54.730851530852675,-7.187365695964591,BT9 7ZF,128 Newry Road,028 2413 1768,No,262,Mixed,401,5,53,4.9,15,FARM_0293_ANIMAL_111,48,Angus,Male,Purchased_From_Other_Farm,2022-09-13,Negative,False,137,5.0,Medium,5.2,111,September
FARM_0293,54.730851530852675,-7.187365695964591,BT9 7ZF,128 Newry Road,028 2413 1768,No,262,Mixed,401,5,53,4.9,15,FARM_0293_ANIMAL_172,63,Jersey,Male,Born_On_Farm,2021-09-23,Negative,False,354,17.7,Medium,5.2,346,September
FARM_0293,54.730851530852675,-7.187365695964591,BT9 7ZF,128 Newry Road,028 2413 1768,No,262,Mixed,401,5,53,4.9,15,FARM_0293_ANIMAL_069,109,Charolais,Female,Born_On_Farm,2020-10-20,Negative,False,372,8.7,Medium,5.2,651,October
FARM_0293,54.730851530852675,-7.187365695964591,BT9 7ZF,128 Newry Road,028 2413 1768,No,262,Mixed,401,5,53,4.9,15,FARM_0293_ANIMAL_097,90,Limousin,Male,Born_On_Farm,2020-06-26,Negative,False,232,4.4,Medium,5.2,662,June
FARM_0293,54.730851530852675,-7.187365695964591,BT9 7ZF,128 Newry Road,028 2413 1768,No,262,Mixed,401,5,53,4.9,15,FARM_0293_ANIMAL_110,178,Hereford,Female,Born_On_Farm,2022-07-08,Negative,False,224,16.7,Medium,5.2,391,July
FARM_0293,54.730851530852675,-7.187365695964591,BT9 7ZF,128 Newry Road,028 2413 1768,No,262,Mixed,401,5,53,4.9,15,FARM_0293_ANIMAL_140,33,Jersey,Male,Born_On_Farm,2021-10-23,Negative,False,236,13.7,Medium,5.2,545,October
FARM_0294,54.30923094156634,-5.773986106461581,BT20 6JX,121 Willow Grove,028 6775 1068,No,288,Dairy,484,1,123,2.9,12,FARM_0294_ANIMAL_280,45,Holstein,Female,Born_On_Farm,2020-10-01,Negative,False,247,16.5,High,6.1,226,October
FARM_0294,54.30923094156634,-5.773986106461581,BT20 6JX,121 Willow Grove,028 6775 1068,No,288,Dairy,484,1,123,2.9,12,FARM_0294_ANIMAL_238,166,Angus,Male,Purchased_From_Other_Farm,2020-07-22,Positive,False,298,4.4,High,6.1,479,July
FARM_0294,54.30923094156634,-5.773986106461581,BT20 6JX,121 Willow Grove,028 6775 1068,No,288,Dairy,484,1,123,2.9,12,FARM_0294_ANIMAL_106,86,Holstein,Male,Born_On_Farm,2021-01-05,Negative,False,292,10.1,High,6.1,541,January
FARM_0294,54.30923094156634,-5.773986106461581,BT20 6JX,121 Willow Grove,028 6775 1068,No,288,Dairy,484,1,123,2.9,12,FARM_0294_ANIMAL_151,180,Limousin,Male,Born_On_Farm,2020-06-04,Negative,False,262,17.4,High,6.1,652,June
FARM_0294,54.30923094156634,-5.773986106461581,BT20 6JX,121 Willow Grove,028 6775 1068,No,288,Dairy,484,1,123,2.9,12,FARM_0294_ANIMAL_189,151,Jersey,Male,Born_On_Farm,2021-12-30,Negative,False,277,7.3,High,6.1,197,December
FARM_0294,54.30923094156634,-5.773986106461581,BT20 6JX,121 Willow Grove,028 6775 1068,No,288,Dairy,484,1,123,2.9,12,FARM_0294_ANIMAL_271,174,Jersey,Female,Born_On_Farm,2022-01-29,Positive,False,261,16.9,High,6.1,514,January
FARM_0294,54.30923094156634,-5.773986106461581,BT20 6JX,121 Willow Grove,028 6775 1068,No,288,Dairy,484,1,123,2.9,12,FARM_0294_ANIMAL_257,67,Jersey,Male,Born_On_Farm,2022-05-10,Negative,False,320,8.0,High,6.1,173,May
FARM_0294,54.30923094156634,-5.773986106461581,BT20 6JX,121 Willow Grove,028 6775 1068,No,288,Dairy,484,1,123,2.9,12,FARM_0294_ANIMAL_256,131,Jersey,Male,Purchased_From_Other_Farm,2022-01-23,Negative,False,294,11.3,High,6.1,128,January
FARM_0294,54.30923094156634,-5.773986106461581,BT20 6JX,121 Willow Grove,028 6775 1068,No,288,Dairy,484,1,123,2.9,12,FARM_0294_ANIMAL_090,81,Angus,Female,Born_On_Farm,2021-04-30,Negative,False,338,4.6,High,6.1,524,April
FARM_0294,54.30923094156634,-5.773986106461581,BT20 6JX,121 Willow Grove,028 6775 1068,No,288,Dairy,484,1,123,2.9,12,FARM_0294_ANIMAL_287,67,Hereford,Male,Born_On_Farm,2022-06-21,Negative,False,376,16.8,High,6.1,363,June
FARM_0295,54.338163313970874,-6.131327638268215,BT17 6AA,100 The Avenue,028 2544 6347,No,306,Dairy,682,4,69,1.4,10,FARM_0295_ANIMAL_231,89,Hereford,Female,Born_On_Farm,2020-12-11,Negative,False,190,10.2,High,7.8,308,December
FARM_0295,54.338163313970874,-6.131327638268215,BT17 6AA,100 The Avenue,028 2544 6347,No,306,Dairy,682,4,69,1.4,10,FARM_0295_ANIMAL_188,83,Holstein,Male,Born_On_Farm,2020-11-25,Positive,False,362,15.6,High,7.8,349,November
FARM_0295,54.338163313970874,-6.131327638268215,BT17 6AA,100 The Avenue,028 2544 6347,No,306,Dairy,682,4,69,1.4,10,FARM_0295_ANIMAL_203,100,Hereford,Male,Born_On_Farm,2020-02-03,Negative,False,322,7.2,High,7.8,359,February
FARM_0295,54.338163313970874,-6.131327638268215,BT17 6AA,100 The Avenue,028 2544 6347,No,306,Dairy,682,4,69,1.4,10,FARM_0295_ANIMAL_049,136,Holstein,Female,Born_On_Farm,2020-09-10,Negative,False,251,8.2,High,7.8,276,September
FARM_0295,54.338163313970874,-6.131327638268215,BT17 6AA,100 The Avenue,028 2544 6347,No,306,Dairy,682,4,69,1.4,10,FARM_0295_ANIMAL_117,129,Holstein,Female,Born_On_Farm,2021-01-17,Positive,False,234,17.8,High,7.8,263,January
FARM_0295,54.338163313970874,-6.131327638268215,BT17 6AA,100 The Avenue,028 2544 6347,No,306,Dairy,682,4,69,1.4,10,FARM_0295_ANIMAL_050,143,Holstein,Male,Born_On_Farm,2020-03-09,Negative,False,328,6.7,High,7.8,171,March
FARM_0295,54.338163313970874,-6.131327638268215,BT17 6AA,100 The Avenue,028 2544 6347,No,306,Dairy,682,4,69,1.4,10,FARM_0295_ANIMAL_273,64,Hereford,Female,Purchased_From_Other_Farm,2020-03-31,Negative,False,114,16.3,High,7.8,571,March
FARM_0295,54.338163313970874,-6.131327638268215,BT17 6AA,100 The Avenue,028 2544 6347,No,306,Dairy,682,4,69,1.4,10,FARM_0295_ANIMAL_251,126,Hereford,Female,Born_On_Farm,2022-04-01,Positive,False,398,16.6,High,7.8,133,April
FARM_0295,54.338163313970874,-6.131327638268215,BT17 6AA,100 The Avenue,028 2544 6347,No,306,Dairy,682,4,69,1.4,10,FARM_0295_ANIMAL_277,36,Angus,Male,Born_On_Farm,2021-06-13,Negative,False,307,5.5,High,7.8,188,June
FARM_0295,54.338163313970874,-6.131327638268215,BT17 6AA,100 The Avenue,028 2544 6347,No,306,Dairy,682,4,69,1.4,10,FARM_0295_ANIMAL_253,34,Limousin,Female,Born_On_Farm,2020-11-06,Negative,False,167,4.6,High,7.8,563,November
FARM_0296,54.227749,-6.322135,BT4 6ZL,72 Willow Grove,028 8271 7508,,145,Beef,964,5,83,9.4,14,FARM_0296_ANIMAL_020,125,Hereford,Female,Purchased_From_Other_Farm,2021-12-10,Negative,False,211,15.2,Medium,51.4,385,December
FARM_0296,54.227749,-6.322135,BT4 6ZL,72 Willow Grove,028 8271 7508,,145,Beef,964,5,83,9.4,14,FARM_0296_ANIMAL_033,53,Limousin,Male,Born_On_Farm,2021-06-02,Negative,False,262,5.8,Medium,51.4,103,June
FARM_0296,54.227749,-6.322135,BT4 6ZL,72 Willow Grove,028 8271 7508,,145,Beef,964,5,83,9.4,14,FARM_0296_ANIMAL_008,125,Limousin,Female,Born_On_Farm,2022-09-13,Negative,False,183,7.7,Medium,51.4,239,September
FARM_0296,54.227749,-6.322135,BT4 6ZL,72 Willow Grove,028 8271 7508,,145,Beef,964,5,83,9.4,14,FARM_0296_ANIMAL_058,21,Limousin,Female,Born_On_Farm,2021-12-05,Negative,False,144,15.2,Medium,51.4,704,December
FARM_0296,54.227749,-6.322135,BT4 6ZL,72 Willow Grove,028 8271 7508,,145,Beef,964,5,83,9.4,14,FARM_0296_ANIMAL_069,71,Hereford,Male,Born_On_Farm,2021-03-25,Negative,False,274,6.0,Medium,51.4,144,March
FARM_0296,54.227749,-6.322135,BT4 6ZL,72 Willow Grove,028 8271 7508,,145,Beef,964,5,83,9.4,14,FARM_0296_ANIMAL_036,66,Angus,Male,Born_On_Farm,2022-03-31,Positive,False,335,15.6,Medium,51.4,91,March
FARM_0296,54.227749,-6.322135,BT4 6ZL,72 Willow Grove,028 8271 7508,,145,Beef,964,5,83,9.4,14,FARM_0296_ANIMAL_055,138,Hereford,Female,Purchased_From_Other_Farm,2021-10-04,Negative,False,301,11.9,Medium,51.4,302,October
FARM_0296,54.227749,-6.322135,BT4 6ZL,72 Willow Grove,028 8271 7508,,145,Beef,964,5,83,9.4,14,FARM_0296_ANIMAL_069,83,Holstein,Male,Born_On_Farm,2022-07-13,Negative,False,315,11.2,Medium,51.4,400,July
FARM_0296,54.227749,-6.322135,BT4 6ZL,72 Willow Grove,028 8271 7508,,145,Beef,964,5,83,9.4,14,FARM_0296_ANIMAL_045,26,Holstein,Male,Born_On_Farm,2022-04-30,Negative,False,302,8.5,Medium,51.4,100,April
FARM_0296,54.227749,-6.322135,BT4 6ZL,72 Willow Grove,028 8271 7508,,145,Beef,964,5,83,9.4,14,FARM_0296_ANIMAL_041,30,Holstein,Female,Born_On_Farm,2021-03-06,Negative,False,235,4.5,Medium,51.4,127,March
FARM_0297,54.252818,-5.996254,BT39 5JS,,028 9177 8723,No,427,Mixed,343,2,109,4.9,10,FARM_0297_ANIMAL_255,94,Charolais,Male,Purchased_From_Other_Farm,2021-01-16,Negative,False,315,13.6,High,1.5,197,January
FARM_0297,54.252818,-5.996254,BT39 5JS,,028 9177 8723,No,427,Mixed,343,2,109,4.9,10,FARM_0297_ANIMAL_409,17,Limousin,Female,Born_On_Farm,2020-09-27,Negative,False,352,4.5,High,1.5,589,September
FARM_0297,54.252818,-5.996254,BT39 5JS,,028 9177 8723,No,427,Mixed,343,2,109,4.9,10,FARM_0297_ANIMAL_038,176,Holstein,Male,Born_On_Farm,2021-10-04,Negative,False,135,8.7,High,1.5,155,October
FARM_0297,54.252818,-5.996254,BT39 5JS,,028 9177 8723,No,427,Mixed,343,2,109,4.9,10,FARM_0297_ANIMAL_366,123,Hereford,Female,Born_On_Farm,2021-08-16,Negative,False,311,16.0,High,1.5,248,August
FARM_0297,54.252818,-5.996254,BT39 5JS,,028 9177 8723,No,427,Mixed,343,2,109,4.9,10,FARM_0297_ANIMAL_410,81,Charolais,Male,Purchased_From_Other_Farm,2022-10-30,Negative,False,377,4.3,High,1.5,505,October
FARM_0297,54.252818,-5.996254,BT39 5JS,,028 9177 8723,No,427,Mixed,343,2,109,4.9,10,FARM_0297_ANIMAL_126,110,Jersey,Female,Born_On_Farm,2022-05-09,Negative,False,110,9.1,High,1.5,488,May
FARM_0297,54.252818,-5.996254,BT39 5JS,,028 9177 8723,No,427,Mixed,343,2,109,4.9,10,FARM_0297_ANIMAL_157,47,Limousin,Female,Purchased_From_Other_Farm,2020-03-29,Negative,False,168,9.0,High,1.5,652,March
FARM_0297,54.252818,-5.996254,BT39 5JS,,028 9177 8723,No,427,Mixed,343,2,109,4.9,10,FARM_0297_ANIMAL_423,131,Charolais,Female,Purchased_From_Other_Farm,2020-12-29,Negative,False,108,14.5,High,1.5,302,December
FARM_0297,54.252818,-5.996254,BT39 5JS,,028 9177 8723,No,427,Mixed,343,2,109,4.9,10,FARM_0297_ANIMAL_194,95,Jersey,Female,Born_On_Farm,2022-02-19,Negative,False,247,13.2,High,1.5,469,February
FARM_0297,54.252818,-5.996254,BT39 5JS,,028 9177 8723,No,427,Mixed,343,2,109,4.9,10,FARM_0297_ANIMAL_009,74,Charolais,Female,Born_On_Farm,2022-11-28,Positive,False,166,14.6,High,1.5,670,November
FARM_0298,55.074119,-7.168551,BT6 5SI,127 Banbridge Road,,No,349,Beef,464,2,78,9.6,19,FARM_0298_ANIMAL_141,141,Angus,Female,Purchased_From_Other_Farm,2022-03-06,Negative,False,128,13.6,Low,66.9,257,March
FARM_0298,55.074119,-7.168551,BT6 5SI,127 Banbridge Road,,No,349,Beef,464,2,78,9.6,19,FARM_0298_ANIMAL_029,123,Holstein,Male,Born_On_Farm,2021-01-07,Negative,False,294,4.9,Low,66.9,669,January
FARM_0298,55.074119,-7.168551,BT6 5SI,127 Banbridge Road,,No,349,Beef,464,2,78,9.6,19,FARM_0298_ANIMAL_138,117,Holstein,Female,Born_On_Farm,2021-05-19,Negative,False,308,5.0,Low,66.9,574,May
FARM_0298,55.074119,-7.168551,BT6 5SI,127 Banbridge Road,,No,349,Beef,464,2,78,9.6,19,FARM_0298_ANIMAL_253,19,Limousin,Male,Born_On_Farm,2022-07-21,Positive,False,304,17.2,Low,66.9,461,July
FARM_0298,55.074119,-7.168551,BT6 5SI,127 Banbridge Road,,No,349,Beef,464,2,78,9.6,19,FARM_0298_ANIMAL_137,66,Limousin,Male,Born_On_Farm,2021-03-13,Negative,False,121,8.2,Low,66.9,304,March
FARM_0298,55.074119,-7.168551,BT6 5SI,127 Banbridge Road,,No,349,Beef,464,2,78,9.6,19,FARM_0298_ANIMAL_024,54,Charolais,Female,Born_On_Farm,2021-10-19,Negative,False,248,9.9,Low,66.9,120,October
FARM_0298,55.074119,-7.168551,BT6 5SI,127 Banbridge Road,,No,349,Beef,464,2,78,9.6,19,FARM_0298_ANIMAL_062,150,Hereford,Male,Born_On_Farm,2022-11-17,Negative,False,121,7.1,Low,66.9,608,November
FARM_0298,55.074119,-7.168551,BT6 5SI,127 Banbridge Road,,No,349,Beef,464,2,78,9.6,19,FARM_0298_ANIMAL_316,59,Limousin,Female,Born_On_Farm,2022-04-23,Negative,False,106,12.5,Low,66.9,595,April
FARM_0298,55.074119,-7.168551,BT6 5SI,127 Banbridge Road,,No,349,Beef,464,2,78,9.6,19,FARM_0298_ANIMAL_125,15,Angus,Female,Born_On_Farm,2021-12-19,Negative,False,369,9.2,Low,66.9,498,December
FARM_0298,55.074119,-7.168551,BT6 5SI,127 Banbridge Road,,No,349,Beef,464,2,78,9.6,19,FARM_0298_ANIMAL_188,150,Charolais,Male,Born_On_Farm,2020-09-19,Negative,False,121,14.5,Low,66.9,653,September
FARM_0299,54.829976,-6.881744,BT20 9CX,112 Station Road,028 1534 4994,No,126,Mixed,283,3,24,2.9,7,FARM_0299_ANIMAL_090,126,Hereford,Male,Purchased_From_Other_Farm,2021-04-29,Negative,False,210,5.9,Low,22.5,713,April
FARM_0299,54.829976,-6.881744,BT20 9CX,112 Station Road,028 1534 4994,No,126,Mixed,283,3,24,2.9,7,FARM_0299_ANIMAL_104,53,Jersey,Male,Born_On_Farm,2021-02-06,Negative,False,183,17.3,Low,22.5,543,February
FARM_0299,54.829976,-6.881744,BT20 9CX,112 Station Road,028 1534 4994,No,126,Mixed,283,3,24,2.9,7,FARM_0299_ANIMAL_053,44,Charolais,Male,Born_On_Farm,2021-06-02,Negative,False,132,10.4,Low,22.5,246,June
FARM_0299,54.829976,-6.881744,BT20 9CX,112 Station Road,028 1534 4994,No,126,Mixed,283,3,24,2.9,7,FARM_0299_ANIMAL_061,131,Limousin,Female,Purchased_From_Other_Farm,2020-12-16,Negative,False,322,12.3,Low,22.5,151,December
FARM_0299,54.829976,-6.881744,BT20 9CX,112 Station Road,028 1534 4994,No,126,Mixed,283,3,24,2.9,7,FARM_0299_ANIMAL_057,101,Charolais,Male,Purchased_From_Other_Farm,2020-02-13,Negative,False,314,13.4,Low,22.5,416,February
FARM_0299,54.829976,-6.881744,BT20 9CX,112 Station Road,028 1534 4994,No,126,Mixed,283,3,24,2.9,7,FARM_0299_ANIMAL_005,173,Angus,Male,Born_On_Farm,2020-12-09,Negative,False,242,7.7,Low,22.5,708,December
